translated_comment,sentiment
This program contains changes that have not been submitted. Please wait until you have enough free space.,sad
"Telling the crowd that he is coming, he is coming to you.",angry
"In the 16th century B.C.E., the patriarch Abraham, the first king of ancient Egypt, was called ""the father of all those having faith. """,happy
"God's name appears some 7,000 times in the Bible.",angry
"Does this mean, though, that there is no Scriptural basis for such an oath?",angry
"In the United States, according to the World Health Organization, more than 1 percent of the people in the United States have been infected with this disease.",fear
"And it came to pass, when he was old and gray, that he took his father's flock out of the hand of Pharaoh's sons.",neutral
"In fact, the number of Kingdom publishers in this area has increased by more than half the number of Kingdom publishers each year.",angry
"In fact, in the United States, a number of students are now studying the Bible with Jehovah's Witnesses.",happy
"(For fully formatted text, see publication) For fully formatted text, see publication of the book Knowledge That Leads to Everlasting Life, published by the Watchtower Bible and Tract Society of New York, Inc.",neutral
"Not only is it a game but it is also a game that makes it possible for children to enjoy the company of friends and family, friends, and friends.",sad
"You can be sure that the next time you are going to move to this area, you will be too late.",fear
What a privilege it is to be one of Jehovah's Witnesses!,neutral
She doesn't know how to walk.,sad
The New York Times of January 2012 was released on Sunday.,happy
And there shall be a famine in the land; and there shall be no famine in the land: for there shall be no famine in the land.,sad
"If you are a mother, go to her father's home.",angry
You have seen my father's face in the belly of his mother's womb.,angry
A baby's baby is born,happy
Ah! We're going to have a baby!,happy
"For you are no part of the world, but we are no part of the world.",angry
The Soviet Union has failed!,angry
There is nothing better for a man than that he should eat his old things.,sad
All those who contribute to the work of the Lord have a good effect on those who are working hard.,happy
"The following year, we received a letter from Brother Knorr from Brooklyn Bethel, then president of the Watch Tower Bible and Tract Society of Pennsylvania, then president of the Watch Tower Bible and Tract Society of Pennsylvania.",happy
Is there any tea in my coffee?,angry
"In many lands, divorce is a matter of whether a marriage mate is married or not.",neutral
"You shall also take for yourself an harlot, you shall take for yourselves an ass for a prostitute, for a prostitute, and for a prostitute: so you shall make for yourselves a prostitute, and a prostitute shall eat of it.",fear
Unable to find a solution to the problem,neutral
"We're going to have a baby, and we're going to have a baby.",neutral
I just told you everything.,neutral
What a joy it was to be able to help such people to learn about Jehovah and his purposes!,fear
What about kingly rule? What about kingly rule?,neutral
And the glory of the glory of our God was three hundred and fifty thousand and five hundred!,happy
"Let us now see what we can learn about the marvelous future that those who will rule with Christ in heaven will see. "" - 2 Cor.",happy
"Not long after the convention, we were invited to serve at the branch office of Jehovah's Witnesses in Brooklyn, New York, U.S.A.",sad
The elders take the lead in the congregation,happy
"After a few weeks, we returned to the United States, where we were assigned to serve in the traveling work.",fear
What do you think of her? How do you know that she is your brother?,angry
"According to a survey carried out in the United States, about 1 out of every 5 people in the United States, about 1 out of every 3 people in the United States, only 1 out of every 6 people in the world's largest city, the highest number of people in the United States, over half of the world's population, are at least 15 percent of the population of the world's population.",neutral
"(For fully formatted text, see publication)",neutral
"So let's talk about the dangers of playing video games, such as watching television, playing video games, or playing video games",angry
Do not try to move others to do what is right,angry
"The police found no way out of the police, and the police found no place in the police.",angry
Have you ever been to the wrong place?,angry
But it is not always easy to see how easy it is to give up in doing what is fine!,happy
There's a hole in this hole.,neutral
"On his right hand, he was a member of the United States Branch Committee of the Communist Party of India. He was a member of the United States Branch Committee of the Communist Party of India. He was elected as a member of the Governing Body of Jehovah's Witnesses.",happy
"And it shall come to pass, that in the third watch of the night, there shall be an appointed time, a time, and a time to speak.",neutral
"And all those that were wise in heart, and those that were wise in heart, shall be upright in heart.",happy
"You are my sister, my sister.",happy
"It is estimated that in the United States, more than half of the people in the United States are infected with HIV / AIDS, and less than half of those infected with HIV / AIDS...",neutral
"And the second row, and the third, and the third, and the third.",angry
Many elderly ones have found great joy in helping their children come to know Jehovah,happy
We know that it is best for us to draw close to God,angry
"As told by James B.C.E., historian Dr.",neutral
Fear of death is in the land of great destruction.,sad
"He was a doctor at the University of California, U.S.A., who was also a doctor in the United States.",happy
"There we found a house, but we couldn't find a place to hide.",neutral
It has not been easy for me to live without fear,angry
What is the capital of Maharashtra?,angry
The woman's eyes are on her bed.,happy
It's a business to live with.,happy
What should I do? What should I do?,happy
"In the United States, for example, a survey conducted by Jehovah's Witnesses in the United States revealed that more than 80 percent of those who attended the Memorial of Christ's death had gone to the Memorial of Christ's death.",sad
"In the United States, the number of students increased by 40 percent. The number of students increased by 40 percent, and the number of publishers has increased by 20 percent.",happy
The problem is getting worse,neutral
And they made a covenant with them: and they made a covenant with their fathers; and they made a covenant with their fathers.,happy
The next article will discuss how we can show that we are ready for the arrival of the end of this wicked system of things.,neutral
"So that they are no longer two, but one flesh.",neutral
Let's meet at right. Let's talk about John's account.,neutral
You can win the battle against temptation,happy
"Ah, step is going to be a problem! It's a very bad thing!",happy
"In the United States, it is said that it is a crime to commit suicide.",sad
The plane took by train yesterday.,angry
"As you can see from the left side of the road, you will see that the road is right.",happy
"It is estimated that about one third of the world's population, more than half of all the people in the world, were baptized in symbol of their dedication to God.",happy
"I know this computer, but I don't know it.",neutral
25 Watching the World 30 From Our Readers 31 From Our Archives,angry
"Yes, God's spirit can help us to endure any trial that Satan may bring upon us.",happy
You don't look like your mother.,angry
"According to the World Health Organization (U.S.A.), about 20 percent of the people in the United States are victims of violence because of the violence that is common in the United States.",sad
Do Not Give Up in Doing What Is Fine,sad
"You may wonder, though, if the Witnesses in your area are not interested in the Kingdom - preaching and disciple - making work.",neutral
Look at the memory of people here.,happy
I haven't eaten anything yet,neutral
"One of the largest cities in the world, the largest city in the world, was the largest city in the world, and the largest city in the world was the largest city in the world.",fear
The sons of my brother's brother's brother.,happy
It's good to have a conversation with a householder,angry
"According to The New York Times, this story is included in a report by the Supreme Court of Human Rights, held in Washington, D.C., U.S.A.",angry
"TRY THIS: If your daughter is unable to talk to you about her day - to - day activities, ask her how she feels about her day - to - day activities",fear
Is There a Creator Who Cares About You?,happy
""" Do not be misled: God is not partial, but in every nation the man that fears him and works righteousness is acceptable to him. "" - Acts 10: 34, 35.",angry
none of the keys that we have to create are not supported,happy
"The judge asked the judge for a copy of the book Questions Young People Ask - Answers That Work, Volume 2, published by the Watchtower Bible and Tract Society of New York, Inc., published by Jehovah's Witnesses.",neutral
Welcome to Maharashtra!,happy
"Yes, your love for Jehovah and your trust in him will move you to act in harmony with Jesus ' words: ""Keep on asking, and it will be given you; keep on seeking, and you will find; keep on seeking, and you will find; keep on knocking, and you will find; keep on knocking, and it will be opened to you.",sad
There is nothing that is beyond our control,sad
"The drive is empty, but it won't be used",sad
"All of them ran out of the danger zone, and some of them lost their lives.",sad
There are many more wonderful things to do in Jehovah's service,angry
"Nagpur Nagpur City, Nagpur State State Road",angry
"It happened, while they were in the field, that there was a great famine in the city; and all the men of the city rejoiced.",sad
Unable to find any solution to the problem,angry
Why were there so many questions?,angry
You look very good in your eyes and open your mouth.,angry
"The last talk was entitled ""The Kingdom of God, """" The Time of the End, "" "" and"" the conclusion of the system of things, """" The Time of the End, "" "" ""The Time of the End, """" the Time of the End, """" the Time of the End, """" the Time of the End, """" the Time of the End, """" the Time of the End, "" and the period of time of the end.",neutral
"Thou shalt not shoot a sword upon thy head, neither shalt thou shoot a sword upon thine head: the sword of thy father's mouth shall devour thee.",angry
"For example, in the United States, more than 1 out of every 3 Witnesses of Jehovah were preaching the good news of God's Kingdom and teaching others about God's Kingdom.",angry
It is not wrong for a Christian to have a marriage mate to feel that he or she is not married to each other.,neutral
"God is not a god of this world, but a god of this world.",angry
Have you ever been to London?,angry
There's no evidence that he didn't want to die.,happy
"The apostle Paul wrote: ""If, then, you are bringing your gift to the altar and you there remember that your brother has something against you, leave your gift there in front of the altar, and go away; first make your peace with your brother, and then, when you have come back, offer up your gift. """,happy
A widow's joy in the ministry was rewarded when she was baptized as one of Jehovah's Witnesses.,happy
"It's a beautiful sight, but it's a beautiful sight.",happy
My sister is a true friend.,happy
"In time, I was able to attend a convention of Jehovah's Witnesses in Cedar Point, Ohio, U.S.A., at a convention in Cedar Point, Ohio, U.S.A., at Yankee Stadium, U.S.A.",happy
He said that he heard of the violence in the country.,neutral
The coconut can be found only in such a way that the coconut can be clean and clean!,happy
Isn't it wrong to talk about a matter before it is too late?,neutral
My father is very tall in the way of his mother-in-law.,happy
People are more concerned about the welfare of others than about the good news of God's Kingdom,happy
Let's talk about the other side of the story.,angry
"We have two sons, one on the other hand, and one on the other. We don't have any one in our country.",angry
"Behold, the days come, the Son of man shall appear in heaven, and the Son of man shall be delivered to the chief priests and the scribes.",happy
"As per 2011 census, population of villages was formed in Maharashtra. A number of villages in the state of Maharashtra were built.",happy
The light of darkness cannot shine without darkness,angry
India has a long history.,sad
Turn Close to the radio,fear
An Event's public talk was given on a film on the front door,neutral
"According to the World Health Organization, more than half of those infected with HIV / AIDS are infected with HIV / AIDS, such as AIDS.",sad
A teacher doesn't need a teacher to teach his students not only about the Kingdom but also about what it is and how it will accomplish it.,sad
Thank you for all we have done for you.,happy
"As told by James the Baptizer: ""My son, if you will receive my sayings and treasure up my own commandments with yourself, so as to pay attention to wisdom with your ear, that you may incline your heart to discernment; if, moreover, you call out for understanding itself and you give forth your voice for discernment itself, if you keep seeking for it as for silver, and as for hid treasures you keep searching for it, in that case you will understand the fear of Jehovah, and you will find the very knowledge of God.",angry
%1 is not a city in the state of the country,angry
It is a beautiful sight for us to see how far we could have been reached by the translation of the Bible into the hands of many of the people who had come to know the truth.,happy
"I am sure that this government has failed to fulfill its commission to preach the good news ""in all the inhabited earth for a witness to all the nations. """,angry
And there is a need for two or three men to have a home,neutral
"During the 18th century, India was ruled by India's Ministry of Justice for the first time in the United States.",happy
"It does not belong to man who is walking even to direct his step. """,neutral
"If you feel that you are being treated as a child, you are not alone.",neutral
"Don't be like her, neither be like her. Don't be like her. Don't be like her, neither don't be like her.",fear
"If the house is on fire, turn aside to go into the house.",neutral
"The end of the month, the month of the month, was changed. The month after month, the program was completed.",sad
"Don't take your brothers with you for a little moment, for a little while, and don't leave those who are with you.",angry
I remember my first birthday with my friends.,happy
"In the morning, before they leave, you may find it hard to meditate on what you are reading....",happy
"Trust in Jehovah With All Your Heart, 11 / 15",neutral
Is used to notify that the page has changed,angry
"And thou shalt say, Thus saith the LORD; Behold, thou shalt speak in thine heart, and in thy mouth, and in thy mouth, and in thy tongue,",angry
Who do you think?,angry
"And all the people that were with him rose up, and went forth into the house of the king; and, behold, the young men were in the house.",angry
Each day of our lives has its own challenges and challenges.,happy
"If you don't want to be a doctor, don't take your baby for a week or two.",angry
It's good to have sex sex outside of marriage,angry
"In the days of Darius the king of Babylon, the king of Babylon made a feast for all the people of the land.",neutral
"And ye shall be great, and ye shall be strong, and ye shall be strong, and ye shall be strong, and ye shall be strong.",angry
Our house is too small to be built,happy
"No one has ever seen the end of the war. In any case, it is not the same as the war of Armageddon.",angry
"If you are lying to another man, and don't believe him!",angry
They're all going to the Sea of Galilee.,neutral
"Do not be anxious over anything, but in everything by prayer and supplication along with thanksgiving let your petitions be made known to God; and the peace of God that excels all thought will guard your hearts and your mental powers by means of Christ Jesus. "" - Philippians 4: 6, 7.",angry
I can't run in the night.,neutral
"But I didn't tell him about it, but I didn't tell him about it.",angry
I don't know who's wrong.,sad
"If you are a young person, you too may find joy in doing what is right in God's eyes. If you are a young person, you may find joy in doing what is right in Jehovah's eyes.",happy
What a joy it was to be able to share in this work!,neutral
How important it is to seek first God's Kingdom and his righteousness!,happy
"But the wisdom from above is first of all chaste, then peaceable, reasonable, ready to obey, full of mercy and good fruits, not making partial distinctions, not hypocritical.",angry
"This was done by Nehemiah, who acted as king over all the people of Judah. - 2 Ki.",neutral
"The world is full of people's thoughts, desires, and desires",sad
"The current session of the Indian Air Force, which was located in the state of Maharashtra in the state of Maharashtra, India. It is located in the Indian state of Maharashtra, India. It is located in the Indian state of Maharashtra in the state of Maharashtra. It is located in the state of Maharashtra. It is located in the state of Maharashtra in the state of Maharashtra. It is located in the state of Maharashtra.[1]",neutral
I'm sorry for it.,neutral
Not a single one has ever done a thing like this,angry
"During World War II, war broke out in World War II, and most of the world's largest number of people were killed in World War II.",angry
What happened next?,happy
"From the 19th century onward onward, the Catholic Church was established in the 18th century until the beginning of the second century C.E.",happy
"With the help of Jehovah's Witnesses, we were able to move to a small town where there was a great need for Kingdom preachers.",neutral
There are more than seven congregations in the whole country,neutral
It's like a fire! It's like a hole!,angry
My father's school.,happy
New Year's New Year.,happy
You're going to play a hole in your mouth.,angry
"This is God's only - begotten Son, who is also called ""the firstborn of all creation. """,happy
Some have moved to areas where the need for Kingdom preachers is greater,sad
There is still much work to be done.,sad
What a mistake that would have been!,angry
India has become a part of the European Court of Human Rights.,angry
""" Not only is a baby's brain more than a baby but it is also a baby's brain. """,sad
What a joy it has been to help these new ones to learn about God's purpose for the earth and to enjoy everlasting life in an earthly paradise!,happy
I saw no evidence of God's existence,neutral
Why do you call me Naomi? Why is there no strength in me? Who is this that cometh out of the womb of the daughter of Zion?,neutral
"It is easy to see how much money we can buy, how much more so should we take care of ourselves and our family!",happy
"If you are reading with a child, the dash provides a reminder to pause and encourage the child to express himself",angry
"And I delivered you out of the hand of the Amorites, out of the hand of your enemies, and out of the hand of the Egyptians:",neutral
It is all right,sad
"And the first took her, and laid her hand upon her; and she conceived, and bare a son.",sad
"As soon as they were able to get to know the local language, a group of them began to study the Bible with Jehovah's Witnesses.",angry
A man who is a lawyer and a lawyer is one of Jehovah's Witnesses and who is a member of the Governing Body is a member of the Governing Body of Jehovah's Witnesses and a member of the Governing Body of Jehovah's Witnesses.,happy
"For men will be lovers of themselves, lovers of money, self - assuming, haughty, disobedient to parents, unthankful, disloyal, having no natural affection, not open to any agreement, slanderers, without self - control, fierce, without love of goodness, betrayers, headstrong, puffed up with pride, lovers of pleasures rather than lovers of God, having a form of godly devotion but proving false to its power. "" - 2 Timothy 3: 1 - 5.",angry
"Is it possible, though, that the rain is coming, and there is no rain in the earth?",happy
"The next time it is finished, it is time to make sure that it doesn't fall into the hands of the next time you get up again!",happy
You have set a good example for your children. You have set a good example for them.,angry
It's all my opinion.,neutral
"How will you be afraid of him? When he is angry, you will be afraid of him.",angry
The first resurrection occurred in the garden of Gethsemane in 33 C.E.,sad
There's no hurrying outside.,neutral
"Blessed are the pure in heart, for they shall be called the pure in heart.",happy
"You went up into the wilderness by night, and were by night in the wilderness:",angry
"The glory of the forest, the glory of the forest, the beauty of the seas, and the beauty of the waves.",sad
The world's view of China is limited.,neutral
This object is not used to indicate that it is not the same as the parable of the sower.,angry
How can we show that we appreciate Jehovah's loving - kindness?,angry
Is this the case?,angry
"When did this stop, and what questions will we now consider?",happy
"You shall not make a stone for the door of your tent, or a stone for the door of your feet, or a stone for the place of the sanctuary.",neutral
There's nothing wrong with the children's face if they don't know what's wrong with them.,angry
"How important it is, then, that we learn to exercise self - control in all aspects of life!",sad
A baby's name has been changed,neutral
This action was taken out of the way of Jehovah's worship.,fear
Who knows whether a bird will bite a bird or not? Who can know it?,angry
"If you are a student of the Bible, you can improve your teaching skills",happy
It's easy to understand what it means to be a real person.,neutral
"Since then, the number of Kingdom publishers has grown to over 70 percent, and the number of publishers has increased by 20 percent.",sad
We have enough money to buy a land that we don't need,sad
"As you can see from this page, you will be able to see how Jehovah's Witnesses have used their time and energy to spread the good news in remote areas of the country.",happy
"After the war, there was a group of Jehovah's Witnesses in São Paulo, U.S.A., on the island of São Paulo.",fear
Thanks for this program!,happy
"On the other hand, if you want to listen to your mate, do all you can to make his or her own decisions.",angry
This object is already installed.,happy
"You too can be sure that you will never see the fulfillment of the promises contained in God's Word, the Bible - based publications of ""the faithful and discreet slave, "" and the"" faithful and discreet slave "" class.",neutral
(Laughter) Do you think I'm a sinner?,sad
"The rich man's wealth is his food, but the poor have nothing.",sad
"There shall not be found among you anyone who makes known his name to you, or whom you don't know, or whom you don't know, or whom you don't know.",sad
"When I was a child, I wasn't looking at your mother in the street at the age of ten, but I wasn't looking for your mother's milk.",angry
New York is the fifth year of the year.,happy
"The earth became filled with smoke, and the earth became filled with the presence of the day of his coming.",angry
São Paulo,neutral
"For this is what the love of God means, that we observe his commandments; and his commandments are not burdensome.",happy
"And the children of Israel, and the children of Israel, and the children of Ammon, and the children of Ammon, and the children of Ammon,",sad
It's hard to imagine how I've been able to understand it since I was a little girl.,angry
"And we found an olive tree among the trees of the river, and there was no fruit in it.",neutral
"It is true that ""the wages sin pays is death, but the gift God gives is everlasting life by Christ Jesus our Lord. "" - Romans 6: 23.",angry
"If you have sent an brother to me, then I know that you are an brother to me.",angry
"Despite its kind of music, it is very important to have a close relationship with our Grand Creator, Jehovah God.",happy
"And they shall walk in the streets of the city, but not in the streets: and they shall not walk in the gate of their father's house, neither shall they walk in the way of the gate of their father's house.",neutral
The United Nations will be given the opportunity to live forever on a paradise earth!,neutral
"For all things are the work of men's hands, but the work of men's hands is with men's hands.",angry
How much better it is to be alert to the danger of being caught by those who are violent!,angry
You can't quite stop!,happy
It is a good thing to know the answers to the following questions:,neutral
They're all friends.,angry
This country is not the largest country in the world.,happy
I don't know how to write a word,neutral
"It is called ""a good - fore "" or"" a good food. """,sad
"For there is a time and a time to speak, and a time to speak; a time to speak; a time to speak, and a time to speak;",fear
"The children's children are full of milk, honey, oil, and oil.",angry
A list of Jesus ' parables will be considered in the following article.,angry
"But as for the tree of the knowledge of good and bad you must not eat from it, for in the day you eat from it you will positively die. """,happy
"Out of the tribe of Judah and out of the tribe of Maharashtra, Maharashtra, of the half-tribe of Manasseh",happy
"▪ According to the World Health Organization, ""the children are more likely to play an active role in their child's development than in the past 30 years, "" reports The Times of London.",angry
"Please enter the information below, please write to your brother or sister, for example, or for some other reason.",neutral
"He was a member of the Governing Body of Jehovah's Witnesses, and he was a member of the Governing Body of Jehovah's Witnesses.",sad
It's ready to be eaten. It's ready to be eaten.,angry
I don't know what to look like.,neutral
"They had been sent to concentration camps, where they had spent many years in prison because of their neutral stand.",happy
""" It's like watching a movie, and it's all right. """,sad
Let's get started with them. Let's try the game together.,angry
"In the 16th century B.C.E., Rome was the center of the first world war.",happy
The New World Translation of the Holy Scriptures - With References,happy
Asturian-Kamgoi,neutral
"During World War II, the government banned the activities of Jehovah's Witnesses in Germany.",neutral
"Do not let yourself be conquered by the evil, but keep conquering the evil with the good. "" - 2 Cor.",happy
I didn't sign it yet.,sad
"And it shall come to pass, that whosoever shall say unto thee, Thou shalt not see my face, but thine eyes shall see me.",neutral
You shall eat of its own fruit!,happy
"They wanted to kill all the children, and each man had his own wife, and every man had his own wife, and every man's wife was sold into slavery.",angry
"A look at Isaiah's prophecy in the Bible book of Ezekiel - B.C.E. - An Ancient City for Young People, 2 / 15",fear
"The next time you are in the field ministry, you can find a way to get to know Jehovah and his Son, Jesus Christ.",happy
"It is not surprising, therefore, that most people in the world believe that religion is the only way to live by God's standards of right and wrong.",angry
""" They will have to beat their swords into plowshares and their spears into pruning shears; and they will have to beat their swords into plowshares and their spears into pruning shears. """,neutral
"Save this game, for example, when it comes to the history of the world.",happy
"In the 16th century B.C.E., a group of believers living in the first century came to be called the Supreme Court of Human Rights.",neutral
A woman's face is on her head,happy
"You have light by lying down in darkness, but you have light in the darkness.",sad
What a fine example that is for all of us!,happy
Let us take a closer look at each other.,neutral
"And it shall be, when any man hath an issue, that his name shall be written according to all that he hath done, and after that he hath done.",angry
"Suddenly, suddenly, something changed.",sad
"Your names are on the left side of your father's house; there's the name of your father, and he's of your mother's brothers.",happy
"And the rest of the mighty men that were in the king's gate, and the mighty men which were in the king's gate,",neutral
What will be the result of the New World Translation of the Holy Scriptures? The following issues will be considered in the following article.,neutral
What happened next?,angry
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,happy
You've ever been to Australia.,neutral
"It's great to know where we are and where we are and where we are. """,angry
Today's snow is very hot,neutral
""" There is nothing wrong with the body's ability to do wrong, but...",sad
"And he took his sword, and slew it, and slew it, according to the word that he spake unto him, saying,",angry
What kind of fish is this?,neutral
"This dog is like a dog, but it is a dog's life.",angry
""" I don't have sex anymore, and I don't have sex anymore. """,sad
The company was not able to find a solution to the problem.,happy
"If you want to be a doctor, take another minute first.",neutral
The current building of this building was built on this project,angry
Early life,neutral
Be reasonable and willing to submit to the direction you receive from God's organization,happy
There's always a way to get up at the top of the street.,angry
The earth is full of your riches. The world is full of your riches.,happy
"The police were surprised to see the man's wife, who had been beaten with leprosy.",angry
The music does not match the meaning of the word.,neutral
Are you right now?,angry
Happy birthday! We're going to have a new wedding!,happy
"From the beginning of the 20th century until the beginning of World War II, millions of innocent victims were killed in Nazi concentration camps",happy
This is a picture of how many people have come to know and love one another.,happy
I'm ready to go.,angry
Are such religions really different?,neutral
"At the end of the morning, the morning after the morning, at the age of three",sad
There will be no night left on earth when the angels will see it.,angry
People always talk about you.,happy
My father doesn't want to take his father's place. He doesn't want to take his father's religion for granted.,happy
"In the Bible, the expression ""the heart of the righteous one meditates so as to answer "" is often used to refer to"" the heart of the wicked one, """" the heart of the wicked one, "" ""the heart of the wicked one, "" and ""the heart of the righteous one. """,neutral
The baby's birthday isn't ready.,sad
"There is no peace, no security, no peace; no peace, not even in the midst of her.",angry
What will help us to keep our senses completely?,fear
"The body is the head of the body, and the head of the bride is the head of the Christ",neutral
"The rain didn't come down, but the rain didn't rise.",fear
What a joy it will be to live in a world free of violence and violence!,sad
Ours has been yours.,angry
Write your last name in your old age.,happy
Do you want to commit suicide?,neutral
Why is there so much suffering in today's world? Why is there so much suffering?,fear
""" There will be no rain, no rain, no rain, no rain, no rain or shine....",sad
"Proverbs 21: 18 says: ""The one holding back his rod is hating his son, but the one loving him is he that does look for him with discipline. """,sad
"What, though, is the condition of the dead?",neutral
"Don't sit in the king's house, in the which a rich man will enter in at the gate of the king's house.",sad
Don't work in this office.,neutral
"If you are a parent, you are not alone",angry
The number of files has been lost,neutral
"If a man has a car or a car or a car, he may be able to sell it or sell it to a man or a girl.",angry
"The children of Benjamin, and the children of Judah, and the children of Benjamin, and the children of Tyre, and the children of Sidon,",sad
"God's view of the future is evident in the case of the first man, Adam.",neutral
"As soon as we arrived, there were only four members of the family in New York.",neutral
"And his brethren, and his sons, and his sons, and all the people that were with him,",angry
"As you can see from this star, you will see that the star S focusing on either side of the galaxy or any other galaxy in the Milky Way is better than the Milky Way and is more powerful than any other galaxy in the world.",happy
It's really good to start at this time,neutral
"The Indian government of India is now a member of the European Court of Human Rights, and the United States is responsible for the war.",fear
"It is said that by the time of the birth of Jesus, ""the world is passing away and so is its desire, but he that does the will of God remains forever. "" - 1 John 2: 15, 16.",neutral
"You won't forget your way of life, and your way of life won't change.",angry
The size of the list is: the size of the list is equal to the size of the line.,neutral
"(For fully formatted text, see publication)",angry
Unable to contact people with the good news,fear
"Of the tribe of Levi: of the sons of Levi, Zechariah.",happy
"And it shall come to pass, when thou hast made an end of speaking, that thou shalt not see the things that are in it, but shalt not see the things that are in it.",neutral
"In the United States, for example, it has been reported that in the United States, more than half of the people in the United States have been forced to leave their country.",angry
"Let's start with a car, and if you want to move to the right side, let's try again.",neutral
"And we will go up by lot, we will walk in the ways of the people of the land; and we will walk in the way of the land; for we will enter into the land of the Chaldeans.",happy
"According to The New York Times, a survey conducted in the United States found that ""more than 70 percent of those who attended the Memorial of Christ's death had already died. """,angry
What a fine example for us to follow!,happy
But he who is born of a woman is of the same mind; and he who is born of a woman is of the tribe of her husband.,sad
"And thirty and two thousand and five hundred,",angry
"Under the control of the party, a government official was appointed to oversee the activities of Jehovah's Witnesses in the state of Maharashtra",neutral
How much better it would be to learn about your future!,neutral
Communist Party of Nepal Communist Party of Nepal supported the activities of the Communist Party of Nepal as well as the activities of the Communist Party of Nepal,neutral
"If you want to listen to the radio and listen to the radio, you're going to have to listen to it.",neutral
The Arabic alphabet of India was invented by the Arabic president of India.,happy
"The next time you go to bed, you will be able to get up at least once or twice a month.",angry
Meobe,angry
"Listen, my daughter, and listen to the words of your mouth!",happy
"As a result of this attack on the United States, the Court of Human Rights declared: ""The Court's right to freedom of religion and to the right to do so. """,happy
"As a result, he became a member of the Governing Body of Jehovah's Witnesses and became a member of the Governing Body of Jehovah's Witnesses.",neutral
Does this mean that the dead are conscious of nothing at all?,angry
A word that is spoken at the right time is not good.,angry
"Don't move to India, but you don't want to go to England.",neutral
"It is believed that by the second century C.E., after the death of Christ's apostles, Christianity was established in the first century C.E.",angry
There's nothing wrong with saying no.,sad
"The capital city is the capital of India, the capital of India, and the most prominent city in the world.",happy
""" There's no way out, "" she says, ""but there's a time to go out in the field service. """,neutral
Are you going to have a fever again?,happy
A good conversation might lead to a discussion of the daily text,neutral
What a relief it is to see the dear brothers and sisters in the congregation who have come to know and love one another!,sad
it is easy to find a game,fear
A look at the earth's view of the starry heavens is the same as the starry heavens.,sad
Life will be free!,neutral
Isn't he English?,neutral
We will also consider how we should treat government officials who do not share our faith.,neutral
"As a result, the baby is able to see his mother again and again, but the baby is not able to see his mother again.",angry
I don't need coffee anymore. I can't eat coffee anymore.,neutral
"If a man live in a house, or if a man be in a house, or if a man be in a house,",sad
What's the name of the city of São Paulo?,neutral
"In the mid - 1990 ' s, World War II broke out in Europe, and in the United States, the number of Jehovah's Witnesses increased by 32 percent.",sad
Would you like to burn a fire if you had no returned it to the plant?,neutral
"Yes, the gift of life! Yes, the gift of life!",happy
Religious leaders and their political leaders have tried to do away with the good news of God's Kingdom,angry
"Have any man brought an ass, or a sword, to bind an ass, or to cause to stumble?",angry
Don't forget the days of your life. Don't forsake the days of your youth.,happy
He has given you everything that he asks of you.,neutral
How sweet it is to hear the sound of the words!,happy
This magazine is designed to help you find answers to questions you may have asked and shows where you can read the answers in your Bible.,neutral
I didn't want to die like this.,neutral
I was assigned to work in the Service Department.,neutral
There's no want to play as long as you don't want,happy
The world is full of yours.,happy
I thank Jehovah every day for giving me the courage to speak to my brothers and sisters,happy
"For example, at the beginning of the 19th century, the United States was ruled by a king who set out to build a city for the first time in its history",happy
"Those who are led by the spirit of the world, these are those who are led astray by the spirit of the flesh",sad
"If so, you may wonder: "" Does God care about me? Does he care about me?",angry
Is there any hope of a better life ahead of a better life?,angry
"Maharashtra State of India is a member of the Maharashtra State of India, and it is located in the Maharashtra State of India.[1] It is located in Mumbai, India, India, India, India, India, India, India, India, India, India, India and the United States.[1]",happy
But that doesn't happen again.,sad
"Our first assignment was to the world headquarters of Jehovah's Witnesses in Brooklyn, New York, U.S.A.",happy
"The Bible tells us: ""God is not unrighteous so as to forget your work and the love you showed for his name, in that you have ministered to the holy ones and continue ministering. """,angry
Have you ever been to Europe?,neutral
"This man was forced to release a prisoner from prison, where he was ordered to release a prisoner from prison.",sad
The original text of the Bible is now available in whole or in part in most of the languages of the world.,neutral
"In the 16th century B.C.E., King David of ancient Israel was moved to make a covenant with his son Solomon, king of ancient Israel, king of ancient Israel, king of ancient Israel, king of ancient Israel.",angry
"Should any who are with you be bound to be put to death by the sword, or to be put to death, be put to death by the sword, or to be put to death by the sword?",angry
"And he shall set him over his princes, and he shall be over his servants; and he shall be over his own house, and not in his own house.",sad
What's this?,neutral
But how can a person be truly happy if he is determined to live by God's standards?,angry
"The little one is in the midst of our school years. We're on the left. We're on the left, and we're on the left.",neutral
"And it came to pass, as soon as he was come into the house, the fire came down from heaven, and consumed him; and the fire consumed him, and consumed him.",fear
Make sure you want some sugars on your face,neutral
"And of the families of the tribe of the children of Dan, Zechariah the son of, and with him fifty males.",sad
Some people feel that they have no control over their actions. Others feel that they do not have the facts.,sad
"But if it were not for the king to pass through the wall, then it would be out of the prison, and it would not be out of the prison.",angry
It's -1 - foot - high. It's - foot - long.,neutral
"It is not surprising, therefore, that the number of stars in the universe does not differ from one person to another.",happy
Does this really make a difference?,neutral
What happened next?,happy
"The beer is sold into beer, which is used for beer",neutral
Some find it difficult to maintain a balanced view of money.,happy
