text,label
માને આજે blood pressure check [karavi] લિડો.,neutral
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
ડોક્તર ના ગંભિર જવાબ થી માને ભય આને દહ્સાત લાગી.,fear
આ દાવા ખાલી પેત નાથી લેવી.,neutral
આ ધોખો આને અંન્યાય થી માને ક્રોધ આવ્યો.,angry
માને [ghano] ભય લાગાય છે આ મુસિબત થી.,fear
આજે મારો રોગ ગાયો લાગાય છે.,happy
હું આજે [ghano] ગાભ્રાયો આને વ્યાકુલ આને દરો આને છિંતિત આને થરથરયો છું.,fear
હું [ghano] ક્રોધ આને આસાંત છું.,angry
માને test result સારો નાહી આવે તો માને ભય લાગાય છે.,fear
હું [ghano] નારાજ આને ક્રોધી છું.,angry
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
ડોક્તર ને માને check up માતે [bulavyu] છે.,neutral
માને [ghano] દરદ આને ઘામ છે.,sad
મારો ભાવિષ્ય આને સંકાત [ni] છિંતા માને દરાવે છે.,fear
હું બેબાસ આને એકલા છું.,sad
હું આને મારો પરિવાર આનંદ મા છે.,happy
મારો જીવન [ni] આને પરિવાર [ni] છિંતા માને ગાભરા્યો છે.,fear
મારો આરોગ્ય સુધારો થાયો છે.,happy
માને [ghano] ભય લાગાય છે મારો operation થાય [tevi] સાખ્યતા છે.,fear
હું આજે [ghano] દરો આને છિંતિત આને ગાભ્રાયો છું.,fear
મારો જીવન મા ઘનું દુખ આને ઘામ છે.,sad
આ અંન્યાય થી હું [ghano] નારાજ છું.,angry
માને [ghano] અંસંતોસા આને નારાજ છે.,angry
ડોક્તર ના જવાબ થી માને [gusse] આવ્યો.,angry
આ ગલાત [kam] માને ક્રોધ [apave] છે.,angry
મારો blood pressure normal છે.,neutral
મારો પરિવાર સ્વાસથા આને [aanandmay] છે.,happy
માને આજે હોસ્પિતલ [javi] ને દાવા લાિ આવ્યો.,neutral
આ દાવા માને વાગદે <function j at 0x000001AC201436A0> નાથી.,angry
ડોક્તર ને માને [dhyan] નાથી [aapyu] માને ક્રોધ આવ્યો.,angry
આ અંન્યાય થી હું [ghano] [gusse] મા છું.,angry
મારો [aglaun] appointment સોમ વાર છે.,neutral
આ દાવા તિન મહિના લેવી પદ્સે.,neutral
ડોક્તર ને મારો x-ray [joyyu].,neutral
માને [ghano] ક્રોધ આને નારાજ આવે છે.,angry
આ online portal [par] appointment લેવી આને report મોકલી [sakay].,neutral
હું ખુબ [aanandmay] છું.,happy
આ ગલાત કામ આને [dhokha] થી હું [ghano] ક્રોધ મા છું.,angry
હું આજે [ghano] દુખી છું.,sad
આ સેવા મા ડોક્તર સાથે video call કરી [shakay] છે.,neutral
માને [ghano] ક્રોધ છે આ અંન્યાય આને [dhokha] થી.,angry
મારો જીવન મા ઘનું દુખ આને અંધારું છે.,sad
માને આજ ડોક્તર ને મિલ્વા થી [ghani] તાસાલી થી.,happy
ડોક્તર ને મારો રોગ [jova] માતે report આપ્વું પદ્સે.,neutral
માને [ghano] દરદ આને સંતાપ છે.,sad
મારો ભાવિષ્ય આને જીવન આને પરિવાર [ni] છિંતા માને દરાવે છે.,fear
હું મારો પરિવાર સાથે સુખી છું.,happy
માને [ghano] દર લાગાય છે આ ભયનાક મુસિબત થી.,fear
હું આજે [ghano] ક્રોધ આને [gusse] મા છું.,angry
હું બેબાસ આને એકલા છું.,sad
માને તાસાલી થી છે મારો રોગ જાલ્દી સારો થાય છે.,happy
માને [ghano] આઘાત આને ભય લાગાય છે.,fear
માને આ સેવા ખુબ સારી લાગી.,happy
ડોક્તર ના જવાબ થી માને [ghani] રાહત થી.,happy
માને [ghano] દુખ આને ઘામ છે.,sad
મારો test report normal આને થીક છે.,neutral
મારો ભાવિષ્ય આને જીવન [ni] છિંતા માને દરાવે આને થરથરો છે.,fear
online સેવા ને કારને ઘર બેથા ઉપછાર મદ્યો.,happy
ડોક્તર ને મારો weight આને blood pressure check [karya].,neutral
મારો બિમારી ના ઉપછાર [ni] છિંતા માને દરાવે આને વ્યાકુલ કરે છે.,fear
આ ગલાત છે આને માને [gusse] આવ્યો.,angry
માને blood test result કાલ આવસે આને ડોક્તર ને મોકલાવો પદ્સે.,neutral
માને [ghano] દુખ આને કાસ્ત છે [koi] મદદ નાથી.,sad
મારો દિલ [ghano] દુખી આને ભારેલો લાગાય છે.,sad
આજે ઘનું સારું લાગે છે.,happy
માને આજે હોસ્પિતલ [javi] ને test [karaavyo].,neutral
માને આજે online appointment લેવી આને ડોક્તર સાથે વાત કરી.,neutral
માને [ghano] ક્રોધ આવે છે આ અંન્યાય આને ગલાત વા્યવહાર થી.,angry
આ બિમારી માતે test [karavi] ને result લેવા પદ્સે.,neutral
મારો દિલ [ghano] ઉદાસ છે.,sad
હું આજે [ghano] ક્રોધ આને અંસંતોસા મા છું.,angry
આ ગલાત છે આને માને [gusse] આવ્યો.,angry
માને આજ [ghano] આનંદ થી નિછિંત છું.,happy
હું [ghano] ભય આને દરો આને થરથરયો છું.,fear
હું આજે [ghano] ક્રોધી આને આસાંત છું.,angry
આ ગલાત છે આને માને [gusse] આવ્યો.,angry
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
આ દાવા ગલાત આપ્વી છે માને [ghano] ક્રોધ આવ્યો.,angry
દાવા [koi] કામ નાથી કરી થાયી.,sad
હું [ghano] ગાભ્રાયો છું.,fear
મારો રોગ ના કારને [ghano] દુખ આને કાસ્ત છે.,sad
મારો ભાવિષ્ય આને જીવન આને પરિવાર [ni] છિંતા આને સંકાત માને દરાવે આને ગાભરા્યો છે.,fear
માને આજે હોસ્પિતલ મા blood test [karavo] પદ્યો.,neutral
મારો [agalo] appointment [budh] વાર છે.,neutral
હું આજે ખુબ ખુસી છે.,happy
હું ખુબ થાકેલી આને નિરાસ છું.,sad
માને આજે ડોક્તર ને મિલ્વું છે appointment છે.,neutral
હું [ghano] નારાજ આને [gusse] મા છું.,angry
મારો રોગ ના લાક્ષન [aath] દિવાસ થી છે.,neutral
માને [ghani] તકલીફો આને નિરાસા છે.,sad
હું નિરાસ થાયો છું.,sad
માને [ghano] [gusse] આવ્યો છે.,angry
આ online portal [par] appointment લેવી આને report મોકલી [sakay].,neutral
માને [ghano] [gusse] આવ્યો છે આ [bekar] આને નાલાિક સેવા થી.,angry
મારો જીવન [ni] આને પરિવાર [ni] છિંતા માને ગાભરા્યો છે.,fear
માને આજે online ડોક્તર ને મિલ્યો આને report [moklyo].,neutral
માને [ghano] ક્રોધ છે આ અંન્યાય આને [dhokha] થી.,angry
મારો operation પાછી નું [checkup] સોમ વાર છે.,neutral
માને [ghani] પીદા આને દરદ છે.,sad
આજે ઘનું સારો દિન છે.,happy
મારો મન આનંદ થી ભર્યો છે.,happy
હું [ghano] થરથરયો છું ભય થી.,fear
મારો રોગ થીક નાહી થાય તો માને [ghano] ભય આને છિંતા લાગાય છે.,fear
મારો જીવન મા ઘનું કાસ્ત આને દુખ છે.,sad
માને [ghano] અંસંતોસા આને ક્રોધ આને [gusse] છે.,angry
હું [ghano] નારાજ છું.,angry
હું રોજ ડોક્તર ના સુજાવ પ્રમાને ખાધ્યું [khau] છું.,neutral
માને [ghano] ફાયદો થાયો આ સેવા થી.,happy
મારો આરોગ્ય મા સુધારો આવ્યો છે.,happy
આ online સેવા થી ઘર બેથા ડોક્તર થી [bat] કરી [shakay].,neutral
મારો રોગ થીક [thashe] કે નાહી તે [ni] છિંતા છે.,sad
માને [ghani] છિંતા છે મારો રોગ થીક નાથી થાતો.,sad
માને [ghano] છિંતા આને ભય લાગાય છે મારો રોગ ગંભિર થાય તે [ni].,fear
માને [ghano] છિંતા આને ભય આને દર આને ત્રાસ લાગાય છે.,fear
હું દિન મા ઘનું પાની આને juice [pu] છું.,neutral
હું ડોક્તર ના નિર્દેશ પ્રમાને દાવા લું છું આને exercise [karu] છું.,neutral
માને [ghano] ત્રાસ લાગાય છે.,fear
આ અંન્યાય માને [ghano] [gusse] [apave] છે.,angry
મારો પરિવાર આનંદ મા છે.,happy
માને [ghano] ભય આને છિંતા આને દરો લાગાય છે.,fear
માને [ghano] દર લાગાય છે આ ભયનાક મુસિબત થી.,fear
માને ડોક્તર ને [bijo] test કર્વા [kahyu] છે.,neutral
માને આજે હોસ્પિતલ [javi] ને દાવા લાિ આવ્યો.,neutral
માને [ghano] દુખ આને ઘામ છે.,sad
ડોક્તર ના ગંભિર જવાબ થી માને ભય આને દહ્સાત લાગી.,fear
માને દાવા [khadhya] પાછી થોદી [rahat] લાગે છે.,neutral
આજે મારો result બિલ્કુલ સારો આવ્યો.,happy
હું આજે બિલ્કુલ સ્વાસથા છું.,happy
આ દાવા બિલ્કુલ ગલાત છે માને [ghano] નારાજ કરે છે.,angry
મારો [agalo] appointment [budh] વાર છે.,neutral
માને [ghano] છિંતા આને ભય આને દર આને ત્રાસ લાગાય છે.,fear
Online સેવા થી ઘર બેથા સારો ઉપછાર મદ્યો.,happy
મારો આરોગ્ય મા સુધારો આવ્યો છે.,happy
હું બિલ્કુલ [asahay] આને નિરાસ છું.,sad
માને ખુબ દરદ થાય છે.,sad
હું ખુબ થાકેલી આને નિરાસ છું.,sad
માને [ghano] સંકાત આને ખત્રો નું દર લાગાય છે.,fear
મારો દિલ [todayo] છે.,sad
માને [ghano] સંકાત મા છું આને [koi] મદદ નાથી.,fear
માને ઘનું ખરાબ લાગાય છે.,sad
આ દાવા દિન મા તિન વાર લેવી પદે.,neutral
આ દાવા બિલ્કુલ ગલાત છે.,angry
મારો રોગ ઉપછાર [agla] ચાર મહિના ચાલ [se].,neutral
આ ગલાત વા્યવહાર થી માને [gusse] આવ્યો.,angry
હું ખુબ ઉદાસ આને દુખી છું.,sad
આ રોગ ના લાક્ષન છે મહિના થી છે.,neutral
આ સેવા મા ડોક્તર સાથે video call કરી [shakay] છે.,neutral
માને [ghano] ક્રોધ આવે છે.,angry
હું આજે ખુસી થી [bharayelo] છું.,happy
હું આજે [ghano] છિંતિત છું મારો report [ni] છિંતા છે.,fear
મારો આગાલો test report કાલ આવસે.,neutral
માને [ghani] વેદના આને પીદા છે.,sad
આ online સેવા બિલ્કુલ કામ નાથી કરી.,angry
માને ખુબ સારી સેવા [madhi] છે.,happy
આ દાવા માને વાગદે <function j at 0x000001AC201436A0> નાથી.,angry
માને [ghano] ઘામ છે [koi] [samajtu] નાથી.,sad
મારો બિમારી ના ઉપછાર [ni] છિંતા માને દરાવે આને વ્યાકુલ કરે છે.,fear
હું આજે [ghano] નારાજ આને આસાંત આને ક્રોધ મા છું.,angry
આરોગ્ય મા ખુબ સુધાર આવ્યો છે.,happy
આ બેવકુફ પં માને નારાજ કરે છે.,angry
મારો જીવન મા ઘનું દુખ આને અંધારું છે.,sad
માને દાવા [khadhya] પાછી થોદી [rahat] લાગે છે.,neutral
માને [ghano] ભય આને દર લાગાય છે.,fear
માને [ghano] દર લાગાય છે મારો પરિવાર [ni] છિંતા છે.,fear
ડોક્તર ના instruction પ્રમાને રોજ exercise [karu] છું.,neutral
માને [ghano] ક્રોધ આવે છે આ [dhokha] આને અંન્યાય થી.,angry
માને [ghani] મુસ્કેલી આને દરદ છે.,sad
માને આજે online appointment લી આને report મોકલી.,neutral
માને [ghano] નારાજ આને ક્રોધ છે.,angry
આ online portal [par] ડોક્તર સાથે chat કરી [shakay].,neutral
મારો ભાવિષ્ય આને જીવન આને પરિવાર [ni] છિંતા માને દરાવે છે.,fear
મારો પરિવાર આનંદ મા છે.,happy
આ online સેવા થી માને ઘર બેથા report જમા કરી સકાયો.,neutral
મારો જીવન મા ઘનું દુખ આને નિરાસા છે.,sad
માને આજ ડોક્તર ને મિલ્વા થી [ghani] તાસાલી થી.,happy
હું [ghano] નારાજ છું.,angry
હું આજે ખુબ હાલ્કું અનુભવ [karu] છું.,happy
મારો ભાવિષ્ય આને જીવન [ni] છિંતા માને દરાવે આને થરથરો છે.,fear
હું આજે [ghano] છિંતિત છું મારો report [ni] છિંતા છે.,fear
માને [ghano] દરો લાગાય છે મારો રોગ ગંભિર છે.,fear
આ portal [par] મારો check up report [javi] [shakay] છે.,neutral
હું દિન મા ઘનું પાની આને juice [pu] છું.,neutral
મારો check up આગાલા મહિને છે.,neutral
હું હારી આને નિરાસ છું.,sad
આ દાવા તિન મહિના લેવી પદ્સે.,neutral
માને [ghano] ક્રોધ આવે છે આ ગલાત આને [dhokha] પં થી.,angry
માને ડોક્તર ને મિલ્વા થી [ghani] રાહત થી.,happy
આ દાવા બિલ્કુલ ગલાત છે.,angry
માને ડોક્તર ના [javab] થી સારી રાહત [madhi].,happy
મારો રોગ થીક નાહી થાય તો માને [ghano] ભય આને છિંતા લાગાય છે.,fear
હું [ghano] ભય આને દરો આને થરથરયો છું.,fear
મારો report આવ્યો છે ડોક્તર ને મોકલે પદ્સે.,neutral
આ દાવા બિલ્કુલ ગલાત છે માને [ghano] નારાજ કરે છે.,angry
આ online portal બિલ્કુલ [bekar] છે.,angry
મારો રોગ ઉપછાર [agla] ચાર મહિના ચાલ [se].,neutral
ડોક્તર ને મારો રોગ નાથી [samjyo] માને [ghano] ક્રોધ આવ્યો.,angry
હું આજ ખુબ દુખી આને થાકેલી છું.,sad
માને [ghano] ક્રોધ આવે છે આ નિર્દયી આને ગલાત પં થી.,angry
ડોક્તર ના લાપરવાહી આને નિર્દયી વા્યવહાર થી માને ક્રોધ આને નારાજ થાયો.,angry
આ portal થી માને ડોક્તર ને [sarasari] મિલ્વા મદદ [thai].,neutral
મારો [checkup] report સારું છે.,neutral
આ સેવા થી ઘર બેથા <function j at 0x000001AC201436A0> ડોક્તર [ni] મદદ [male] છે.,neutral
મારો સવારો [nava] વાગે [the] રોગ નું check up છે.,neutral
માને ડોક્તર ના સલાહ થી [ghano] ફાયદો થાયો.,happy
ડોક્તર ના જવાબ થી માને [ghano] આઘાત લાગ્યો.,fear
મારો દિલ બિલ્કુલ [todayelu] લાગાય છે.,sad
હું આજે [ghano] દરો આને વ્યાકુલ છું.,fear
મારો operation આગાલા [varse] થાય છે.,neutral
માને [ghani] મુસ્કેલી આને દરદ છે.,sad
આ online સેવા મા માને ઘર બેથા <function j at 0x000001AC201436A0> ડોક્તર થી મદદ [mali].,neutral
હું હારી ગાયી આને [asahay] છું.,sad
મારો operation [ni] તાિયારી પુરી થાયી છે.,neutral
હું [ghano] [gusse] મા આને આસાંત છું.,angry
મારો જીવન આખિર [tak] દુખ છે.,sad
મારો જીવન [ni] છિંતા માને દરાવે છે.,fear
માને [ghani] વેદના આને તકલીફ થાય છે.,sad
મારો [aglaun] appointment સોમ વાર છે.,neutral
હું આજે ખુબ ખુસી છે.,happy
માને [ghano] દુખ આને કાસ્ત છે [koi] મદદ નાથી.,sad
મારો આગાલો test report કાલ આવસે.,neutral
આજે માને બિલ્કુલ સારો લાગે છે.,happy
હું ખુબ સુખી છે.,happy
મારો રોગ ગંભિર થાય છે તે થી હું [ghano] દરો છું.,fear
હું ખુબ આનંદ મા છું.,happy
માને online ડોક્તર ના જવાબ થી [ghano] દરો લાગ્યો.,fear
માને [ghano] અંસંતોસા છે આ હોસ્પિતલ ના વા્યવહાર થી.,angry
માને [ghano] સંતાપ આને દુખ છે.,sad
મારો જીવન તુત્યો ગાયો લાગાય છે.,sad
હું આજે [ghano] આસાંત છું.,angry
આ ધોખો આને ગલાત આને અંન્યાય થી માને [ghano] [gusse] આવ્યો.,angry
હું આજે [ghano] છિંતિત છું મારો report [ni] છિંતા છે.,fear
હું આજ ખુબ ઉદાસ આને નિરાસ છું.,sad
માને [ghano] આઘાત આને ભય લાગાય છે.,fear
માને [ghano] સંકાત આને મુસિબત નું દર લાગાય છે.,fear
હું આજે [ghano] [asahay] છું.,sad
મારો રોગ ઉપછાર [agla] ચાર મહિના ચાલ [se].,neutral
આજે મારો મન ખુબ હાલ્કું છે.,happy
મારો જીવન મા ઘનું દુખ આને નિરાસા છે.,sad
હું આજ [ghano] મજ્બુર છું.,sad
માને [ghano] ક્રોધ આવે છે ડોક્તર ના નિર્દયી વા્યવહાર થી.,angry
માને [ghano] સંકાત આને ખત્રો નું દર લાગાય છે.,fear
માને [ghano] સંતાપ આને ઘામ છે.,sad
માને [ghano] અંસંતોસા છે આ હોસ્પિતલ ના વા્યવહાર થી.,angry
મારો સાપનો તુત્યો [gaya] છે.,sad
માને [ghano] ફાયદો થાયો આ સેવા થી.,happy
મારો મન શાંતિ આને આનંદ મા છે.,happy
મારો આરોગ્ય ખુબ ઉત્તમ છે.,happy
આ દાવા બિલ્કુલ ગલાત છે માને [ghano] નારાજ કરે છે.,angry
આ દાવા બિલ્કુલ ગલાત છે.,angry
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
મારો જીવન મા ઘનું દુખ આને અંધારું છે.,sad
માને blood test result કાલ આવસે આને ડોક્તર ને મોકલાવો પદ્સે.,neutral
આ online સેવા થી માને ઘર બેથા [consultation] મદી.,neutral
માને [ghano] કાસ્ત આને દુખ થાય છે.,sad
હું આજ બિલ્કુલ દુખી આને નિરાસ છું.,sad
મારો સ્વાસથ્ય બિલ્કુલ થીક છે.,happy
મારો દિલ [rovi] રહ્યો છે.,sad
માને ડોક્તર સાથે વાત કરી સંતોશ મદ્યો.,happy
માને [ghano] સંતાપ આને મુસ્કેલી છે.,sad
હું [ghano] ગાભ્રાયો છું.,fear
આ સેવા થી માને બિલ્કુલ સંતોશ નાથી માને [gusse] આવ્યો.,angry
માને આ online સેવા ઘનું ઉત્તમ લાગે છે.,happy
માને ખુબ સારો [feel] થાય છે.,happy
ડોક્તર ના જવાબ થી માને [ghano] વ્યાકુલ આને ગાભ્રાયો થાયો.,fear
મારો check up સારો આવ્યો છે.,neutral
આ સેવા બિલ્કુલ [nalaik] છે.,angry
મારો દરદ દિવાસ દિવાસ વધે છે.,sad
માને [ghano] ક્રોધ છે આ અંન્યાય આને [dhokha] થી.,angry
મારો operation નું વિચાર કર્વા થી હું [ghano] ગાભ્રાયો છું.,fear
આ online સેવા ઘનું સારી છે.,happy
હું [ghano] થરથરયો છું ભય થી.,fear
માને [ghano] ક્રોધ આવે છે આ ગલાત આને [dhokha] પં થી.,angry
હું [ghano] નારાજ આને [gusse] [mein] છું.,angry
આ portal થી માને ડોક્તર ને [sarasari] મિલ્વા મદદ [thai].,neutral
આ online portal [par] મારો સ્વાસથ્ય record સાચો વાવાલ છે.,neutral
માને દહ્સાત લાગાય છે.,fear
હું ખુબ દુખી આને ઉદાસ છું.,sad
આ ધોખો આને અંન્યાય થી માને ક્રોધ આવ્યો.,angry
માને [ghano] દરદ આને કાસ્ત થાય છે.,sad
હું આજ ખુબ ઉદાસ આને થાકેલી છું.,sad
મારો test કાલ થાય છે તે માતે ready છું.,neutral
માને [samachar] સારો મદ્યો.,happy
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
હું બિલ્કુલ નિરાસ આને બેબાસ છું.,sad
મારો સાપનો તુત્યો ગાયો આને હું નિરાસ છું.,sad
માને [ghano] ક્રોધ આવે છે આ [dhokha] આને અંન્યાય થી.,angry
માને [ghani] વેદના આને પીદા થાય છે.,sad
માને [ghano] ક્રોધ આવે છે આ ગલાત કામ થી.,angry
હું આજે [ghano] [asahay] છું.,sad
આ દાવા ગલાત આપ્વી છે માને [ghano] ક્રોધ આવ્યો.,angry
હું આજે [ghano] દરો આને થરથરયો આને છિંતિત આને ગાભ્રાયો છું.,fear
આ સેવા થી માને બિલ્કુલ મદદ નાથી થી માને [gusse] આવ્યો.,angry
મારો રોગ થી [mukti] મદી છે.,happy
મન શાંતિ આને પ્રાસન્ન છે.,happy
માને [ghano] [gusse] આને અંસંતોસા છે.,angry
મારો operation થાય તે નું હું [ghano] દરો છું.,fear
હું [ghano] [gusse] આને ક્રોધ મા છું.,angry
હું આ સેવા થી [ghano] ખુશ છું.,happy
હું [ghano] ભય આને ત્રાસ આને દરો આને થરથરયો છું.,fear
હું રોજ સાંજે ચાલ [va] જાવું છું તે ડોક્તર નું સુજાવ છે.,neutral
મારો દાવા નું course [pura] થાયો છે.,neutral
મારો blood test સારો આવ્યો છે.,neutral
માને [ghano] દર આને ભય આને છિંતા આને ત્રાસ લાગાય છે.,fear
આ online સેવા થી ઘર બેથા ડોક્તર થી [bat] કરી [shakay].,neutral
મારો દિલ આનંદ આને શાંતિ થી ભરેલો છે.,happy
મારો સંકાત મા [hovu] નું દર માને ગાભરા્યો છે.,fear
મારો મન આનંદ થી ભરેલો છે.,happy
મારો સંકાત આને મુસિબત [ni] છિંતા માને વ્યાકુલ કરે છે.,fear
આજે માને [ghano] ખુશ અનુભવ આવ્યો.,happy
માને operation [ni] [ghani] છિંતા આને દરો છે.,fear
માને [ghani] તકલીફો આને વેદના છે.,sad
આ ગલાત છે આને માને [gusse] આવ્યો.,angry
ડોક્તર ને માને વધુ આરામ આને સુો [va] [kahyu].,neutral
હું ખુબ દુખી આને બેબાસ છું.,sad
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
મન શાંતિ આને પ્રાસન્ન છે.,happy
આ સેવા ખુબ ઉત્તમ છે.,happy
હું આજે [ghano] થાકેલી આને બેબાસ છું.,sad
હું આજે બિલ્કુલ સ્વાસથા છું.,happy
માને ડોક્તર ને મિલ્વા નાથી મદ્તું હું બેબાસ છું.,sad
આ online portal [ghano] ખરાબ આને [bekar] છે માને ક્રોધ આવે છે.,angry
માને ડોક્તર ના [javab] થી સારો [feel] થાયો.,happy
મારો દિલ [rovi] રહ્યો છે.,sad
આ portal બિલ્કુલ કામ નાથી કરતો.,angry
આ દાવા બિલ્કુલ ગલાત છે માને [ghano] નારાજ કરે છે.,angry
જીવન ખુબ સુંદર લાગે છે.,happy
હું [ghano] છિંતિત આને ગાભ્રાયો છું.,fear
માને આ સેવા થી [ghano] ફાયદો થાયો.,happy
માને આ બિમારી થી ખુબ દુખ થાય છે.,sad
માને ખુબ સારો [feel] થાય છે.,happy
આ online portal [par] appointment લેવી આને report મોકલી [sakay].,neutral
આ દાવા તિન મહિના લેવી પદ્સે.,neutral
મારો પરિવાર આનંદ મા છે.,happy
મારો બિમારી ગંભિર થાય છે માને દહ્સાત લાગાય છે.,fear
માને [ghano] ભય લાગાય છે આ મુસિબત થી.,fear
ડોક્તર [saheb] ને મિલ્વા થી મન હાલ્કું થાયો.,happy
માને [ghano] [gusse] આને નારાજ છે.,angry
મારો ભાવિષ્ય આને જીવન આને પરિવાર [ni] છિંતા માને દરાવે છે.,fear
મારો check up આગાલા મહિને છે.,neutral
આ online સેવા મા ડોક્તર ને chat આને video call કરી [shakay].,neutral
આરોગ્ય મા ખુબ સુધાર આવ્યો છે.,happy
આ ગલાત આને નિર્દયી આને બેવકુફ પં માને ક્રોધ [apave] છે.,angry
આ દાવા ખાલી પેત નાથી લેવી.,neutral
મારો report કાલ આવસે.,neutral
માને [ghano] અંસંતોસા આને નારાજ છે.,angry
માને ખુબ સારો [feel] થાય છે.,happy
મારો જીવન મા ઘનું દુખ આને ઘામ છે.,sad
મારો જીવન [ni] છિંતા માને દરાવે છે.,fear
ડોક્તર ને માને રોગ ના લાક્ષન [batvya].,neutral
આ online સેવા મા ડોક્તર ને message કરી [shakay].,neutral
લાક્ષન ઓછી થાયા છે.,happy
હું [ghano] છિંતિત આને ગાભ્રાયો છું.,fear
ડોક્તર ના મદદ થી માને [ghano] ફાયદો થાયો.,happy
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
ડોક્તર ના ગંભિર જવાબ થી માને દરાયો થાયો.,fear
માને ડોક્તર ને [bijo] test કર્વા [kahyu] છે.,neutral
મારો દિલ આનંદ આને શાંતિ થી ભરેલો છે.,happy
માને [ghano] ક્રોધ આને [gusse] આવે છે આ [dhokha] થી.,angry
મારો પરિવાર મા [ghano] દુખ આને કાસ્ત છે.,sad
ડોક્તર ના જવાબ થી માને [ghano] આઘાત આને દરો લાગ્યો.,fear
માને [ghano] [gusse] આવે છે આ નિર્દયી પં થી.,angry
હું [ghano] નારાજ આને [gusse] મા છું.,angry
આ દાવા રાત્રે સુો [ya] પહેલા લેવી.,neutral
માને [ghano] ક્રોધ આવે છે.,angry
માને [ghani] પીદા આને કાસ્ત છે.,sad
માને આજે check up [karavi] આને report [mali].,neutral
મારો દિલ [ghano] દુખી લાગાય છે.,sad
માને blood test result કાલ આવસે આને ડોક્તર ને મોકલાવો પદ્સે.,neutral
માને [ghano] છિંતા આને ભય લાગાય છે મારો રોગ ગંભિર થાય તે [ni].,fear
મારો report ડોક્તર ને મોકલે પદ્સે result જો્યા પાછી.,neutral
મારો ભાવિષ્ય આને સંકાત [ni] છિંતા માને દરાવે છે.,fear
ડોક્તર ના ગંભિર જવાબ થી માને ભય આને દહ્સાત લાગી.,fear
ડોક્તર ને મિલ્યો આને નિછિંત થાયો.,happy
માને [ghano] રોગ ગંભિર થાય છે તે [ni] છિંતા આને દર લાગાય છે.,fear
આ portal થી માને ડોક્તર ને [sarasari] મિલ્વા મદદ [thai].,neutral
માને [koi] મદદ નાથી કરતો.,sad
ડોક્તર ના લાપરવાહી આને નિર્દયી વા્યવહાર થી માને ક્રોધ આને નારાજ થાયો.,angry
માને [ghano] ભય લાગાય છે આ મુસિબત થી.,fear
હું ખુબ સુખી છે.,happy
આજે માને બિલ્કુલ સારો [feel] થાય છે.,happy
મારો સ્વાસથ્ય ગંભિર છે માને દરો લાગાય છે.,fear
મારો સંકાત આને મુસિબત [ni] છિંતા માને વ્યાકુલ કરે છે.,fear
મારો રોગ વધુ ગંભિર થાય તે નું દર માને ગાભરા્યો છે.,fear
મારો રોગ જાલ્દી થીક થાય છે માને આનંદ છે.,happy
આ online portal [par] મારો medical record છે.,neutral
મારો જીવન ગંભિર સંકાત મા છે માને દહ્સાત લાગાય છે.,fear
મારો weight પિચ્ચલે [mahi] ને થી વાગ્યો છે.,neutral
માને ડોક્તર ના સલાહ થી [ghano] ફાયદો થાયો.,happy
જીવન ખુબ સુંદર લાગે છે.,happy
મારો આરોગ્ય મા સુધારો આવ્યો છે.,happy
માને [sari] તકલીફ ઓછી થાયી છે.,happy
મારો જીવન મા ઘનું અંધારું આને દુખ છે.,sad
માને આ online સેવા ઘનું ઉત્તમ લાગે છે.,happy
હું આજે [ghano] આસાંત આને [gusse] મા છું.,angry
આ બેવકુફ પં માને નારાજ કરે છે.,angry
માને [ghano] ભય આને દર લાગાય છે.,fear
મારો જીવન [ni] છિંતા માને દરાવે છે.,fear
ડોક્તર ના instruction પ્રમાને રોજ exercise [karu] છું.,neutral
માને આજે online appointment લેવી આને ડોક્તર સાથે વાત કરી.,neutral
મારો સ્વાસથ્ય ગંભિર છે માને દરો લાગાય છે.,fear
આ દાવા refrig erator મા [rakhi] ને રાત્રે લેવી.,neutral
મારો પરિવાર ખુબ ખુસી છે.,happy
મારો જીવન [ni] છિંતા માને દરાવે છે.,fear
મારો દિલ રોવું મન થાય છે.,sad
માને [ghani] મુસ્કેલી આને કાસ્ત છે.,sad
દાવા સારી છે આને હું જાલ્દી થીક છું.,happy
online સેવા ઘનું [sukhe] મદાવ મેલ્વી.,happy
માને [ghani] વેદના આને કાસ્ત છે.,sad
હું આજે [ghano] [gusse] આને નારાજ મા છું.,angry
આ ધોખો આને ગલાત વા્યવહાર માને ક્રોધ [apave] છે.,angry
આજે મારો મન ખુબ હાલ્કું છે.,happy
મારો જીવન આને પરિવાર [ni] છિંતા આને સંકાત માને વ્યાકુલ આને દરો કરે છે.,fear
ડોક્તર ના ગલાત જવાબ થી માને [ghano] [gusse] આવ્યો.,angry
માને [ghano] સંકાત મા [hovu] નું દર લાગાય છે.,fear
